ID.yr,ID,year,age,offspring_inde,jul_incubeZY,final_breed,sex
898725-GGA--2007,898725-GGA,2007,3,0,NA,0,F
898726-WAW--2005,898726-WAW,2005,1,1,39,0,F
898726-WAW--2006,898726-WAW,2006,2,2,8,0,F
898726-WAW--2007,898726-WAW,2007,3,0,NA,0,F
898726-WAW--2008,898726-WAW,2008,4,0,3,0,F
898728-RWM--2005,898728-RWM,2005,1,0,20,0,F
898729-NWY--2005,898729-NWY,2005,1,0,NA,0,F
898729-NWY--2006,898729-NWY,2006,2,1,8,0,F
898731-AOB--2005,898731-AOB,2005,1,3,25,0,F
898731-AOB--2006,898731-AOB,2006,2,3,-3,0,F
898731-AOB--2007,898731-AOB,2007,3,4,-10,0,F
898731-AOB--2008,898731-AOB,2008,4,4,-6,0,F
898733-OOA--2005,898733-OOA,2005,1,2,23,1,F
898735-NRR--2006,898735-NRR,2006,2,0,-4,0,F
898738-AGY--2004,898738-AGY,2004,1,4,NA,0,F
898738-AGY--2005,898738-AGY,2005,2,4,NA,0,F
898738-AGY--2006,898738-AGY,2006,3,3,-4,0,F
898739-RMY--2005,898739-RMY,2005,1,3,24,0,F
898739-RMY--2006,898739-RMY,2006,2,0,3,0,F
898740-MWA--2005,898740-MWA,2005,1,0,NA,0,F
898740-MWA--2006,898740-MWA,2006,2,0,30,0,F
898740-MWA--2007,898740-MWA,2007,3,0,15,0,F
898742-NOM--2005,898742-NOM,2005,1,1,11,0,F
898742-NOM--2006,898742-NOM,2006,2,0,NA,0,F
898742-NOM--2007,898742-NOM,2007,3,2,NA,0,F
898742-NOM--2008,898742-NOM,2008,4,0,4,0,F
898742-NOM--2009,898742-NOM,2009,5,1,-1,0,F
898744-GBO--2005,898744-GBO,2005,1,0,51,0,F
898746-WAB--2005,898746-WAB,2005,1,0,78,0,F
898747-ANM--2005,898747-ANM,2005,1,3,31,0,F
898747-ANM--2006,898747-ANM,2006,2,2,2,0,F
899051-BGM--2005,899051-BGM,2005,1,1,37,0,F
899051-BGM--2006,899051-BGM,2006,2,2,-16,0,F
899051-BGM--2007,899051-BGM,2007,3,2,-12,0,F
899099-ObyA--2006,899099-ObyA,2006,1,0,40,0,F
899157-MbyN--2007,899157-MbyN,2007,2,0,0,0,F
899157-MbyN--2008,899157-MbyN,2008,3,0,-8,0,F
899176-AgoB--2006,899176-AgoB,2006,1,0,39,0,F
899176-AgoB--2007,899176-AgoB,2007,2,1,NA,0,F
899187-AgoY--2007,899187-AgoY,2007,2,5,3,0,F
899187-AgoY--2008,899187-AgoY,2008,3,2,-1,0,F
899187-AgoY--2009,899187-AgoY,2009,4,2,6,0,F
899212-OGA--2007,899212-OGA,2007,2,4,0,0,F
899212-OGA--2008,899212-OGA,2008,3,6,-1,0,F
899212-OGA--2009,899212-OGA,2009,4,5,-2,0,F
899212-OGA--2010,899212-OGA,2010,5,4,NA,0,F
899212-OGA--2011,899212-OGA,2011,6,2,NA,0,F
899212-OGA--2012,899212-OGA,2012,7,0,20,0,F
899265-ORR--2006,899265-ORR,2006,1,0,50,0,F
899265-ORR--2007,899265-ORR,2007,2,1,0,0,F
899265-ORR--2008,899265-ORR,2008,3,2,-2,0,F
899265-ORR--2009,899265-ORR,2009,4,1,-13,0,F
899282-BAO--2006,899282-BAO,2006,1,0,3,0,F
899283-WAR--2007,899283-WAR,2007,2,0,6,0,F
899284-WAY--2006,899284-WAY,2006,1,1,6,0,F
899289-MBW--2006,899289-MBW,2006,1,0,NA,0,F
899289-MBW--2007,899289-MBW,2007,2,2,-6,0,F
899340-AnaB--2007,899340-AnaB,2007,1,4,23,0,F
899370-GOA--2006,899370-GOA,2006,1,0,32,1,F
899373-GMY--2006,899373-GMY,2006,1,0,NA,0,F
899382-OobN--2007,899382-OobN,2007,1,0,17,0,F
899382-OobN--2008,899382-OobN,2008,2,2,1,0,F
899382-OobN--2009,899382-OobN,2009,3,0,NA,0,F
899384-YobG--2007,899384-YobG,2007,1,0,30,0,F
899385-ARA--2006,899385-ARA,2006,1,1,28,0,F
899385-ARA--2007,899385-ARA,2007,2,6,NA,0,F
899435-MAY--2006,899435-MAY,2006,1,2,41,0,F
899435-MAY--2007,899435-MAY,2007,2,2,NA,0,F
899435-MAY--2008,899435-MAY,2008,3,3,6,0,F
899446-BOG--2007,899446-BOG,2007,2,2,9,0,F
899446-BOG--2008,899446-BOG,2008,3,0,4,0,F
899453-MybA--2007,899453-MybA,2007,1,0,NA,0,F
899453-MybA--2008,899453-MybA,2008,2,5,10,0,F
899453-MybA--2009,899453-MybA,2009,3,4,10,0,F
899453-MybA--2010,899453-MybA,2010,4,0,NA,0,F
899467-ONA--2006,899467-ONA,2006,1,0,NA,0,F
899471-YON--2006,899471-YON,2006,1,2,32,1,F
899472-AybO--2007,899472-AybO,2007,1,1,37,0,F
899472-AybO--2008,899472-AybO,2008,2,3,4,0,F
899472-AybO--2009,899472-AybO,2009,3,3,NA,0,F
899472-AybO--2010,899472-AybO,2010,4,3,10,0,F
899472-AybO--2011,899472-AybO,2011,5,2,9,0,F
899473-GybN--2007,899473-GybN,2007,1,0,19,0,F
899481-brON--2007,899481-brON,2007,1,0,-5,0,F
899481-brON--2008,899481-brON,2008,2,1,-4,0,F
899481-brON--2009,899481-brON,2009,3,1,-8,0,F
899481-brON--2010,899481-brON,2010,4,2,3,0,F
899490-anYA--2006,899490-anYA,2006,1,0,30,1,F
899491-WAO--2005,899491-WAO,2005,1,5,28,0,F
899491-WAO--2006,899491-WAO,2006,2,1,12,0,F
899491-WAO--2007,899491-WAO,2007,3,2,20,0,F
899491-WAO--2008,899491-WAO,2008,4,2,-1,0,F
899495-RBN--2006,899495-RBN,2006,1,0,35,0,F
899495-RBN--2007,899495-RBN,2007,2,1,18,0,F
899495-RBN--2008,899495-RBN,2008,3,2,5,0,F
899495-RBN--2009,899495-RBN,2009,4,4,NA,0,F
899495-RBN--2010,899495-RBN,2010,5,4,NA,0,F
899500-BOB--2006,899500-BOB,2006,1,0,29,0,F
899507-GOR--2007,899507-GOR,2007,1,0,7,0,F
899518-ANB--2007,899518-ANB,2007,1,1,15,0,F
899532-ORY--2007,899532-ORY,2007,1,0,NA,0,F
899599-NYW--2007,899599-NYW,2007,1,0,NA,0,F
899657-RAN--2007,899657-RAN,2007,1,0,93,0,F
899657-RAN--2008,899657-RAN,2008,2,4,0,0,F
899659-AAN2--2007,899659-AAN2,2007,1,0,15,0,F
899702-naOR--2008,899702-naOR,2008,1,0,52,0,F
899707-ogBB--2008,899707-ogBB,2008,1,2,24,0,F
899720-raOB--2008,899720-raOB,2008,1,3,NA,0,F
899720-raOB--2009,899720-raOB,2009,2,2,4,0,F
899722-YNN--2008,899722-YNN,2008,1,1,-3,0,F
899722-YNN--2009,899722-YNN,2009,2,0,NA,0,F
899722-YNN--2010,899722-YNN,2010,3,1,NA,0,F
899722-YNN--2011,899722-YNN,2011,4,0,-19,0,F
899722-YNN--2012,899722-YNN,2012,5,0,NA,0,F
899729-nrWN--2009,899729-nrWN,2009,2,2,28,0,F
899746-WWA--2008,899746-WWA,2008,1,3,NA,0,F
899746-WWA--2009,899746-WWA,2009,2,2,10,0,F
899792-GOG--2008,899792-GOG,2008,1,2,39,0,F
899792-GOG--2009,899792-GOG,2009,2,1,NA,0,F
899792-GOG--2010,899792-GOG,2010,3,6,NA,0,F
899799-naYO--2009,899799-naYO,2009,2,2,0,0,F
899800-AON--2008,899800-AON,2008,1,0,-7,0,F
899800-AON--2009,899800-AON,2009,2,1,-8,0,F
899800-AON--2010,899800-AON,2010,3,3,-10,0,F
899805-BAR--2008,899805-BAR,2008,1,0,7,0,F
899809-GYG--2008,899809-GYG,2008,1,2,8,0,F
899809-GYG--2009,899809-GYG,2009,2,4,6,0,F
899809-GYG--2010,899809-GYG,2010,3,0,-9,0,F
899809-GYG--2011,899809-GYG,2011,4,2,-3,0,F
899809-GYG--2012,899809-GYG,2012,5,5,10,0,F
899812-RRW--2008,899812-RRW,2008,1,3,6,0,F
899813-YBG--2008,899813-YBG,2008,1,1,16,0,F
899813-YBG--2009,899813-YBG,2009,2,5,1,0,F
899814-YNR--2008,899814-YNR,2008,1,3,18,0,F
899817-MAG--2008,899817-MAG,2008,1,0,21,0,F
899818-ABO--2008,899818-ABO,2008,1,0,90,0,F
899821-BAN--2008,899821-BAN,2008,1,2,5,0,F
899821-BAN--2009,899821-BAN,2009,2,0,-8,0,F
899821-BAN--2010,899821-BAN,2010,3,0,NA,0,F
899822-AOR--2008,899822-AOR,2008,1,4,NA,0,F
899823-GGR--2008,899823-GGR,2008,1,4,NA,0,F
899824-AGW--2008,899824-AGW,2008,1,0,NA,0,F
899824-AGW--2009,899824-AGW,2009,2,2,-6,0,F
899825-MAR--2008,899825-MAR,2008,1,0,26,0,F
899825-MAR--2009,899825-MAR,2009,2,2,26,0,F
899826-OAO--2008,899826-OAO,2008,1,0,33,0,F
899826-OAO--2009,899826-OAO,2009,2,0,NA,0,F
899827-NWB--2008,899827-NWB,2008,1,2,NA,0,F
899828-YMA--2008,899828-YMA,2008,1,0,31,0,F
899828-YMA--2009,899828-YMA,2009,2,1,14,0,F
899828-YMA--2010,899828-YMA,2010,3,4,-18,0,F
899828-YMA--2011,899828-YMA,2011,4,2,NA,0,F
899828-YMA--2012,899828-YMA,2012,5,2,-10,0,F
899829-AGA--2008,899829-AGA,2008,1,0,28,0,F
899829-AGA--2009,899829-AGA,2009,2,0,0,0,F
899829-AGA--2010,899829-AGA,2010,3,3,3,0,F
899829-AGA--2011,899829-AGA,2011,4,6,-16,0,F
899829-AGA--2012,899829-AGA,2012,5,0,NA,0,F
899831-YOA--2008,899831-YOA,2008,1,0,57,0,F
899843-YAM--2008,899843-YAM,2008,1,0,NA,0,F
899843-YAM--2009,899843-YAM,2009,2,2,2,0,F
899843-YAM--2010,899843-YAM,2010,3,1,4,0,F
899844-BAA--2008,899844-BAA,2008,1,0,22,0,F
899883-AGR--2008,899883-AGR,2008,1,0,-5,0,F
899883-AGR--2009,899883-AGR,2009,2,0,1,0,F
899887-bwAO--2009,899887-bwAO,2009,1,3,29,0,F
899909-GNN--2008,899909-GNN,2008,1,0,NA,0,F
899909-GNN--2009,899909-GNN,2009,2,0,NA,0,F
899909-GNN--2010,899909-GNN,2010,3,4,-5,0,F
899935-bwBR--2009,899935-bwBR,2009,1,0,37,0,F
899935-bwBR--2010,899935-bwBR,2010,2,1,0,0,F
899948-rnYY--2009,899948-rnYY,2009,1,3,62,0,F
899984-bwBG--2009,899984-bwBG,2009,1,2,44,0,F
899985-GMA--2009,899985-GMA,2009,1,0,NA,0,F
981821-anYG--2009,981821-anYG,2009,1,0,NA,0,F
981827-arAR--2009,981827-arAR,2009,1,1,NA,0,F
981827-arAR--2010,981827-arAR,2010,2,0,7,0,F
981833-RAR--2008,981833-RAR,2008,1,0,56,0,F
981846-BAW--2008,981846-BAW,2008,1,0,42,1,F
981848-WGB--2009,981848-WGB,2009,1,1,19,0,F
981848-WGB--2010,981848-WGB,2010,2,3,11,0,F
981848-WGB--2011,981848-WGB,2011,3,2,-16,0,F
981848-WGB--2012,981848-WGB,2012,4,6,NA,0,F
981848-WGB--2013,981848-WGB,2013,5,4,-6,0,F
981848-WGB--2014,981848-WGB,2014,6,6,3,1,F
981865-MYB--2009,981865-MYB,2009,1,0,NA,0,F
981866-WWM2--2009,981866-WWM2,2009,1,0,NA,0,F
981867-MWG--2009,981867-MWG,2009,1,3,20,0,F
981867-MWG--2010,981867-MWG,2010,2,4,5,0,F
981870-RAW--2009,981870-RAW,2009,1,2,NA,0,F
981871-YMW2--2008,981871-YMW2,2008,1,0,21,0,F
981872-WRM--2009,981872-WRM,2009,1,0,13,0,F
981875-AGO--2009,981875-AGO,2009,1,2,25,0,F
981875-AGO--2010,981875-AGO,2010,2,6,-14,0,F
981875-AGO--2011,981875-AGO,2011,3,2,-15,0,F
981882-OOM--2009,981882-OOM,2009,1,2,29,0,F
981882-OOM--2010,981882-OOM,2010,2,0,8,0,F
981882-OOM--2011,981882-OOM,2011,3,0,NA,0,F
981882-OOM--2012,981882-OOM,2012,4,4,NA,0,F
981882-OOM--2013,981882-OOM,2013,5,2,-2,0,F
981903-GAB--2009,981903-GAB,2009,1,1,31,0,F
981926-YonW--2010,981926-YonW,2010,1,5,34,0,F
981940-WwbO--2010,981940-WwbO,2010,1,0,25,0,F
981940-WwbO--2011,981940-WwbO,2011,2,0,-2,0,F
981973-MNG--2009,981973-MNG,2009,1,3,30,0,F
981973-MNG--2010,981973-MNG,2010,2,6,2,0,F
981973-MNG--2011,981973-MNG,2011,3,4,NA,0,F
981973-MNG--2012,981973-MNG,2012,4,5,-2,0,F
981973-MNG--2013,981973-MNG,2013,5,5,NA,0,F
981991-YraB--2010,981991-YraB,2010,1,3,43,0,F
981991-YraB--2011,981991-YraB,2011,2,6,7,0,F
981991-YraB--2012,981991-YraB,2012,3,0,11,0,F
981991-YraB--2013,981991-YraB,2013,4,2,NA,0,F
982012-OonM--2010,982012-OonM,2010,1,3,24,0,F
982012-OonM--2011,982012-OonM,2011,2,2,NA,0,F
982024-NMY--2009,982024-NMY,2009,1,1,49,0,F
982024-NMY--2010,982024-NMY,2010,2,4,-7,0,F
982025-MnwB--2010,982025-MnwB,2010,1,2,76,0,F
982075-MonB--2010,982075-MonB,2010,1,0,68,0,F
982075-MonB--2011,982075-MonB,2011,2,2,NA,0,F
982076-OonG--2010,982076-OonG,2010,1,0,NA,0,F
982101-MYR--2010,982101-MYR,2010,1,4,-7,0,F
982108-OwgA--2010,982108-OwgA,2010,1,4,34,0,F
982108-OwgA--2011,982108-OwgA,2011,2,3,NA,0,F
982108-OwgA--2012,982108-OwgA,2012,3,2,-1,0,F
982128-YonM--2010,982128-YonM,2010,1,2,64,0,F
982128-YonM--2011,982128-YonM,2011,2,2,21,0,F
982128-YonM--2012,982128-YonM,2012,3,2,-1,0,F
982128-YonM--2013,982128-YonM,2013,4,0,NA,0,F
982137-RWB--2010,982137-RWB,2010,1,5,18,0,F
982146-AonY--2010,982146-AonY,2010,1,3,NA,0,F
982146-AonY--2011,982146-AonY,2011,2,4,-7,0,F
982146-AonY--2012,982146-AonY,2012,3,2,-1,0,F
982151-AAO--2010,982151-AAO,2010,1,2,0,0,F
982151-AAO--2011,982151-AAO,2011,2,2,-15,0,F
982151-AAO--2012,982151-AAO,2012,3,2,1,0,F
982151-AAO--2013,982151-AAO,2013,4,0,3,0,F
982152-GMW--2010,982152-GMW,2010,1,0,21,0,F
982157-OAR--2010,982157-OAR,2010,1,2,43,0,F
982157-OAR--2011,982157-OAR,2011,2,2,26,0,F
982163-WonB--2010,982163-WonB,2010,1,0,NA,0,F
982166-WRA--2010,982166-WRA,2010,1,6,NA,0,F
982169-GWA--2010,982169-GWA,2010,1,3,NA,0,F
982169-GWA--2011,982169-GWA,2011,2,3,1,0,F
982170-OGM--2010,982170-OGM,2010,1,0,31,0,F
982171-BNY--2010,982171-BNY,2010,1,0,11,0,F
982181-OWA--2010,982181-OWA,2010,1,0,21,0,F
982185-YOY--2010,982185-YOY,2010,1,4,-3,0,F
982185-YOY--2011,982185-YOY,2011,2,2,-1,0,F
982185-YOY--2012,982185-YOY,2012,3,2,11,0,F
982185-YOY--2013,982185-YOY,2013,4,1,-2,0,F
982185-YOY--2014,982185-YOY,2014,5,4,-12,0,F
982186-WMR--2010,982186-WMR,2010,1,3,19,0,F
982188-BNW--2010,982188-BNW,2010,1,2,NA,0,F
982189-RNR--2010,982189-RNR,2010,1,3,NA,0,F
982189-RNR--2011,982189-RNR,2011,2,2,1,0,F
982189-RNR--2012,982189-RNR,2012,3,3,15,0,F
982189-RNR--2013,982189-RNR,2013,4,3,2,0,F
982190-YYR--2010,982190-YYR,2010,1,3,NA,0,F
982191-RRN--2010,982191-RRN,2010,1,2,18,0,F
982191-RRN--2011,982191-RRN,2011,2,0,-4,0,F
982193-BBG--2010,982193-BBG,2010,1,2,34,0,F
982193-BBG--2011,982193-BBG,2011,2,1,NA,0,F
982195-YAR--2010,982195-YAR,2010,1,2,NA,0,F
982196-RAO--2010,982196-RAO,2010,1,0,23,0,F
982242-MBM--2010,982242-MBM,2010,1,1,61,0,F
982242-MBM--2011,982242-MBM,2011,2,0,4,0,F
982272-AWW--2010,982272-AWW,2010,1,2,18,0,F
982361-RnoG--2011,982361-RnoG,2011,1,0,17,0,F
982361-RnoG--2012,982361-RnoG,2012,2,6,-7,0,F
982361-RnoG--2013,982361-RnoG,2013,3,2,-6,0,F
982361-RnoG--2014,982361-RnoG,2014,4,3,NA,0,F
982364-AnoN--2011,982364-AnoN,2011,1,1,27,0,F
982365-GBR--2010,982365-GBR,2010,1,2,NA,0,F
982479-MawA--2011,982479-MawA,2011,1,0,5,0,F
982484-BryG--2011,982484-BryG,2011,1,3,NA,0,F
982484-BryG--2012,982484-BryG,2012,2,1,2,0,F
982487-GryW--2012,982487-GryW,2012,2,2,NA,0,F
982487-GryW--2013,982487-GryW,2013,3,0,3,0,F
982524-GnoN--2012,982524-GnoN,2012,2,3,14,0,F
982526-WAA--2011,982526-WAA,2011,1,0,NA,0,F
982526-WAA--2012,982526-WAA,2012,2,0,35,0,F
982526-WAA--2013,982526-WAA,2013,3,0,-2,0,F
982526-WAA--2014,982526-WAA,2014,4,4,NA,0,F
982526-WAA--2015,982526-WAA,2015,5,2,-4,0,F
982526-WAA--2016,982526-WAA,2016,6,3,-12,0,F
982529-RwnG--2011,982529-RwnG,2011,1,0,17,0,F
982529-RwnG--2012,982529-RwnG,2012,2,1,NA,0,F
982532-ANG--2011,982532-ANG,2011,1,0,NA,0,F
982561-BGN--2011,982561-BGN,2011,1,2,-5,0,F
982561-BGN--2012,982561-BGN,2012,2,2,-16,0,F
982583-GryM--2012,982583-GryM,2012,2,0,24,0,F
982595-OWR--2011,982595-OWR,2011,1,3,28,0,F
982595-OWR--2012,982595-OWR,2012,2,2,2,0,F
982595-OWR--2013,982595-OWR,2013,3,3,1,0,F
982595-OWR--2014,982595-OWR,2014,4,1,NA,0,F
982595-OWR--2015,982595-OWR,2015,5,3,3,0,F
982607-WOB--2011,982607-WOB,2011,1,4,12,0,F
982607-WOB--2012,982607-WOB,2012,2,4,-4,0,F
982607-WOB--2013,982607-WOB,2013,3,1,-9,0,F
982607-WOB--2014,982607-WOB,2014,4,4,-2,0,F
982609-RGY--2011,982609-RGY,2011,1,1,NA,0,F
982609-RGY--2012,982609-RGY,2012,2,2,12,0,F
982612-RarO--2011,982612-RarO,2011,1,0,50,0,F
982612-RarO--2012,982612-RarO,2012,2,2,-13,0,F
982612-RarO--2013,982612-RarO,2013,3,3,0,0,F
982612-RarO--2014,982612-RarO,2014,4,5,-5,0,F
982613-NBG--2011,982613-NBG,2011,1,1,NA,0,F
982616-NBW--2011,982616-NBW,2011,1,4,-2,0,F
982620-MAA--2011,982620-MAA,2011,1,0,21,0,F
982622-BYR--2011,982622-BYR,2011,1,2,6,0,F
982622-BYR--2012,982622-BYR,2012,2,3,10,0,F
982625-OWN--2011,982625-OWN,2011,1,5,1,0,F
982625-OWN--2012,982625-OWN,2012,2,2,NA,0,F
982635-YRG--2011,982635-YRG,2011,1,0,11,0,F
982635-YRG--2012,982635-YRG,2012,2,1,NA,0,F
982637-YMW--2011,982637-YMW,2011,1,3,4,0,F
982638-YAO--2011,982638-YAO,2011,1,2,NA,0,F
982638-YAO--2012,982638-YAO,2012,2,2,NA,0,F
982639-MRM--2011,982639-MRM,2011,1,2,3,0,F
982639-MRM--2012,982639-MRM,2012,2,4,0,0,F
982641-RGG--2011,982641-RGG,2011,1,0,2,0,F
982641-RGG--2012,982641-RGG,2012,2,3,27,0,F
982651-MON--2011,982651-MON,2011,1,3,13,0,F
982657-RRY--2011,982657-RRY,2011,1,0,58,0,F
982657-RRY--2012,982657-RRY,2012,2,2,NA,0,F
982657-RRY--2013,982657-RRY,2013,3,2,NA,0,F
982657-RRY--2014,982657-RRY,2014,4,1,-13,0,F
982658-MNR--2011,982658-MNR,2011,1,2,12,0,F
982660-OAM--2011,982660-OAM,2011,1,0,NA,0,F
982661-RYG--2011,982661-RYG,2011,1,1,-3,0,F
982678-OWG--2011,982678-OWG,2011,1,2,NA,0,F
982678-OWG--2012,982678-OWG,2012,2,1,NA,0,F
982678-OWG--2013,982678-OWG,2013,3,2,2,0,F
982681-nyNA--2012,982681-nyNA,2012,1,0,17,0,F
982681-nyNA--2013,982681-nyNA,2013,2,1,3,0,F
982702-YRR--2012,982702-YRR,2012,2,2,18,0,F
982725-rgNN--2012,982725-rgNN,2012,1,0,NA,0,F
982725-rgNN--2013,982725-rgNN,2013,2,0,8,1,F
982729-WRG--2011,982729-WRG,2011,1,1,NA,0,F
982771-WYG--2011,982771-WYG,2011,1,0,NA,0,F
982771-WYG--2012,982771-WYG,2012,2,0,-15,0,F
982771-WYG--2013,982771-WYG,2013,3,0,-3,0,F
982794-YOR--2011,982794-YOR,2011,1,0,49,1,F
982804-awRM--2012,982804-awRM,2012,1,0,-1,0,F
982804-awRM--2013,982804-awRM,2013,2,1,0,0,F
982804-awRM--2014,982804-awRM,2014,3,3,-21,0,F
982825-TYM--2012,982825-TYM,2012,1,2,NA,0,F
982865-boAR--2013,982865-boAR,2013,2,2,7,0,F
982865-boAR--2014,982865-boAR,2014,3,1,31,0,F
982865-boAR--2015,982865-boAR,2015,4,0,NA,0,F
982865-boAR--2016,982865-boAR,2016,5,8,NA,0,F
982874-TYA--2012,982874-TYA,2012,1,3,49,0,F
982874-TYA--2013,982874-TYA,2013,2,1,3,0,F
982874-TYA--2014,982874-TYA,2014,3,0,NA,0,F
A30003-nyGO--2012,A30003-nyGO,2012,1,2,NA,0,F
A30010-RMG--2012,A30010-RMG,2012,1,0,NA,0,F
A30010-RMG--2013,A30010-RMG,2013,2,0,NA,0,F
A30012-OAA--2013,A30012-OAA,2013,2,3,-5,0,F
A30013-WBB--2012,A30013-WBB,2012,1,0,NA,0,F
A30027-ANR--2012,A30027-ANR,2012,1,0,29,0,F
A30029-WGY--2013,A30029-WGY,2013,2,3,NA,0,F
A30029-WGY--2014,A30029-WGY,2014,3,3,NA,0,F
A30033-WOA--2012,A30033-WOA,2012,1,1,NA,0,F
A30033-WOA--2013,A30033-WOA,2013,2,2,NA,0,F
A30034-NBA--2012,A30034-NBA,2012,1,2,42,0,F
A30034-NBA--2013,A30034-NBA,2013,2,0,13,0,F
A30034-NBA--2014,A30034-NBA,2014,3,1,NA,0,F
A30037-T__--2012,A30037-T__,2012,1,3,NA,0,F
A30037-T__--2013,A30037-T__,2013,2,1,NA,0,F
A30037-T__--2014,A30037-T__,2014,3,4,-13,0,F
A30037-T__--2015,A30037-T__,2015,4,0,-7,0,F
A30037-T__--2015,A30037-T__,2015,4,0,-7,0,F
A30037-T__--2015,A30037-T__,2015,4,0,-7,0,F
A30037-T__--2015,A30037-T__,2015,4,0,-7,0,F
A30038-OMN--2012,A30038-OMN,2012,1,1,17,0,F
A30039-NYB--2012,A30039-NYB,2012,1,3,16,0,F
A30043-NYG--2012,A30043-NYG,2012,1,1,21,0,F
A30044-GRO--2011,A30044-GRO,2011,1,2,NA,0,F
A30044-GRO--2012,A30044-GRO,2012,2,1,-1,0,F
A30046-YMR--2012,A30046-YMR,2012,1,2,24,0,F
A30046-YMR--2013,A30046-YMR,2013,2,1,-7,0,F
A30054-RMR--2012,A30054-RMR,2012,1,1,33,0,F
A30056-MBG--2012,A30056-MBG,2012,1,1,23,0,F
A30064-ONB--2012,A30064-ONB,2012,1,0,NA,0,F
A30114-grYR--2013,A30114-grYR,2013,1,0,NA,0,F
A30114-grYR--2014,A30114-grYR,2014,2,1,9,0,F
A30114-grYR--2015,A30114-grYR,2015,3,0,3,0,F
A30121-grWO--2013,A30121-grWO,2013,1,0,NA,0,F
A30127-ngOW--2013,A30127-ngOW,2013,1,3,7,0,F
A30127-ngOW--2014,A30127-ngOW,2014,2,3,NA,0,F
A30141-grMA--2013,A30141-grMA,2013,1,3,2,0,F
A30146-ngGR--2013,A30146-ngGR,2013,1,0,12,1,F
A30175-NYR--2012,A30175-NYR,2012,1,0,37,0,F
A30179-grNO--2014,A30179-grNO,2014,2,2,63,0,F
A30204-NMO--2012,A30204-NMO,2012,1,0,63,0,F
A30204-NMO--2013,A30204-NMO,2013,2,0,0,0,F
A30215-Maw--2012,A30215-Maw,2012,1,3,NA,0,F
A30215-Maw--2013,A30215-Maw,2013,2,2,-4,0,F
A30215-Maw--2014,A30215-Maw,2014,3,1,0,0,F
A30215-Maw--2015,A30215-Maw,2015,4,0,2,0,F
A30215-Maw--2016,A30215-Maw,2016,5,4,-5,0,F
A30236-grBR--2013,A30236-grBR,2013,1,0,14,0,F
A30291-OOR--2012,A30291-OOR,2012,1,0,NA,0,F
A30292-waBY--2013,A30292-waBY,2013,1,1,NA,0,F
A30292-waBY--2014,A30292-waBY,2014,2,3,NA,0,F
A30297-RNG--2012,A30297-RNG,2012,1,1,NA,0,F
A30299-ynGN--2013,A30299-ynGN,2013,1,0,NA,0,F
A30304-MGM--2012,A30304-MGM,2012,1,0,54,0,F
A30307-NNO--2013,A30307-NNO,2013,1,0,15,0,F
A30316-ORO--2013,A30316-ORO,2013,1,2,33,0,F
A30316-ORO--2014,A30316-ORO,2014,2,3,6,0,F
A30316-ORO--2015,A30316-ORO,2015,3,0,0,0,F
A30329-WYM--2013,A30329-WYM,2013,1,2,15,0,F
A30333-OBY--2013,A30333-OBY,2013,1,0,14,0,F
A30335-ANW--2013,A30335-ANW,2013,1,0,10,0,F
A30358-RYY--2013,A30358-RYY,2013,1,1,2,0,F
A30358-RYY--2014,A30358-RYY,2014,2,3,NA,0,F
A30358-RYY--2015,A30358-RYY,2015,3,2,6,0,F
A30409-BMA--2013,A30409-BMA,2013,1,1,22,0,F
A30409-BMA--2014,A30409-BMA,2014,2,6,13,0,F
A30409-BMA--2015,A30409-BMA,2015,3,0,9,0,F
A30409-BMA--2016,A30409-BMA,2016,4,4,NA,0,F
A30428-GAM--2013,A30428-GAM,2013,1,3,NA,0,F
A30428-GAM--2014,A30428-GAM,2014,2,3,25,0,F
A30461-ArwM--2014,A30461-ArwM,2014,1,3,54,0,F
A30461-ArwM--2015,A30461-ArwM,2015,2,2,NA,0,F
A30461-ArwM--2016,A30461-ArwM,2016,3,3,NA,1,F
A30465-GTY--2014,A30465-GTY,2014,1,0,74,0,F
A30470-MTN--2014,A30470-MTN,2014,1,1,64,0,F
A30470-MTN--2015,A30470-MTN,2015,2,1,NA,0,F
A30475-ATM--2014,A30475-ATM,2014,1,0,27,1,F
A58042-RynY--2014,A58042-RynY,2014,1,0,52,0,F
A58050-OTG--2014,A58050-OTG,2014,1,3,NA,0,F
A58093-AAG--2014,A58093-AAG,2014,1,0,-1,0,F
A58093-AAG--2015,A58093-AAG,2015,2,1,NA,0,F
A58096-MgrY--2014,A58096-MgrY,2014,1,2,NA,1,F
A58097-GBG--2014,A58097-GBG,2014,1,0,NA,0,F
A58097-GBG--2015,A58097-GBG,2015,2,0,13,0,F
A58097-GBG--2016,A58097-GBG,2016,3,4,NA,0,F
A58099-MrwO--2015,A58099-MrwO,2015,2,2,19,0,F
A58099-MrwO--2016,A58099-MrwO,2016,3,4,11,1,F
A58104-AAW--2014,A58104-AAW,2014,1,3,28,0,F
A58104-AAW--2015,A58104-AAW,2015,2,5,3,0,F
A58107-BMO--2014,A58107-BMO,2014,1,0,73,0,F
A58109-ABB--2014,A58109-ABB,2014,1,3,NA,0,F
A58216-AOno--2015,A58216-AOno,2015,1,0,NA,0,F
A58269-NYM--2014,A58269-NYM,2014,1,0,28,0,F
A58269-NYM--2015,A58269-NYM,2015,2,0,NA,1,F
