ID.yr,ID,year,age,long_years,sex
803909-BAB--1997,803909-BAB,1997,1,5,F
803910-RGW--1997,803910-RGW,1997,1,2,F
803962-OWW--1997,803962-OWW,1997,1,2,F
626845-YobY--1998,626845-YobY,1998,8,8,F
696495-wgNN--1998,696495-wgNN,1998,7,10,F
725215-BRA--1998,725215-BRA,1998,6,6,F
725391-AwbN--1998,725391-AwbN,1998,5,7,F
725452-GwgN--1998,725452-GwgN,1998,5,5,F
725545-NynY--1998,725545-NynY,1998,5,5,F
725582-GAG--1998,725582-GAG,1998,5,5,F
725622-GraW--1998,725622-GraW,1998,4,6,F
725697-OanG--1998,725697-OanG,1998,4,5,F
725727-AyrA--1998,725727-AyrA,1998,4,4,F
776233-RBY--1998,776233-RBY,1998,3,7,F
776243-byYR--1998,776243-byYR,1998,3,5,F
776244-byAO--1998,776244-byAO,1998,3,4,F
776256-NRG--1998,776256-NRG,1998,3,8,F
776258-yrNA--1998,776258-yrNA,1998,3,3,F
776263-OMY--1998,776263-OMY,1998,3,3,F
776318-byNW--1998,776318-byNW,1998,3,6,F
776380-NBB--1998,776380-NBB,1998,3,6,F
776360-rnOA--1998,776360-rnOA,1998,3,7,F
776379-RMB--1998,776379-RMB,1998,3,4,F
776383-BNR--1998,776383-BNR,1998,3,5,F
776384-OGB--1998,776384-OGB,1998,3,4,F
776409-WGG--1998,776409-WGG,1998,3,6,F
776412-ONM--1998,776412-ONM,1998,3,7,F
776442-raYN--1998,776442-raYN,1998,2,2,F
776446-GMG--1998,776446-GMG,1998,3,8,F
776451-nrMW--1998,776451-nrMW,1998,2,6,F
776472-OMO--1998,776472-OMO,1998,3,7,F
776485-anAM--1998,776485-anAM,1998,2,2,F
776530-nwYY--1998,776530-nwYY,1998,2,2,F
776532-nwYN--1998,776532-nwYN,1998,2,4,F
776527-anAW--1998,776527-anAW,1998,2,3,F
776553-ryAM--1998,776553-ryAM,1998,2,4,F
776554-ryBR--1998,776554-ryBR,1998,2,3,F
776621-ryYN--1998,776621-ryYN,1998,2,2,F
776682-nwGM--1998,776682-nwGM,1998,2,3,F
776722-nrNW--1998,776722-nrNW,1998,2,2,F
776746-AYN2--1998,776746-AYN2,1998,2,3,F
776747-ARW--1998,776747-ARW,1998,2,2,F
776750-MYG--1998,776750-MYG,1998,2,5,F
776751-WWG--1998,776751-WWG,1998,2,2,F
776752-MMB--1998,776752-MMB,1998,2,3,F
776754-GGM--1998,776754-GGM,1998,2,4,F
776755-OON--1998,776755-OON,1998,2,2,F
776757-GGY--1998,776757-GGY,1998,2,3,F
776762-OYM--1998,776762-OYM,1998,2,2,F
776763-ROO--1998,776763-ROO,1998,2,3,F
776764-ORM--1998,776764-ORM,1998,2,9,F
776765-AYA--1998,776765-AYA,1998,2,2,F
776767-BMB--1998,776767-BMB,1998,2,5,F
776769-BBR--1998,776769-BBR,1998,2,3,F
776784-MWW--1998,776784-MWW,1998,2,4,F
803902-OYY--1998,803902-OYY,1998,2,3,F
803903-YYG--1998,803903-YYG,1998,2,2,F
803909-BAB--1998,803909-BAB,1998,2,5,F
803910-RGW--1998,803910-RGW,1998,2,2,F
803928-MnwG--1998,803928-MnwG,1998,1,1,F
803957-GwrA2--1998,803957-GwrA2,1998,1,1,F
803968-MobM--1998,803968-MobM,1998,1,3,F
804027-NwrY2--1998,804027-NwrY2,1998,1,1,F
804076-YbrY--1998,804076-YbrY,1998,1,5,F
804078-GbrO--1998,804078-GbrO,1998,1,2,F
804102-YwrB--1998,804102-YwrB,1998,1,4,F
804113-RnwR--1998,804113-RnwR,1998,1,3,F
804131-OobW--1998,804131-OobW,1998,1,6,F
804145-YbyW2--1998,804145-YbyW2,1998,1,1,F
804146-RbyO--1998,804146-RbyO,1998,1,6,F
804160-GwrW--1998,804160-GwrW,1998,1,6,F
804170-GbyN--1998,804170-GbyN,1998,1,2,F
804185-MobY--1998,804185-MobY,1998,1,2,F
804208-BGO2--1998,804208-BGO2,1998,1,1,F
804212-WWW--1998,804212-WWW,1998,1,4,F
804214-RNW--1998,804214-RNW,1998,1,2,F
804217-WNM--1998,804217-WNM,1998,1,8,F
804218-NGO--1998,804218-NGO,1998,1,5,F
804220-WMG--1998,804220-WMG,1998,1,2,F
804221-MBO--1998,804221-MBO,1998,1,1,F
804223-BYG2--1998,804223-BYG2,1998,1,1,F
804230-OGR--1998,804230-OGR,1998,1,4,F
804231-OBG--1998,804231-OBG,1998,1,1,F
696495-wgNN--1999,696495-wgNN,1999,8,10,F
725391-AwbN--1999,725391-AwbN,1999,6,7,F
725622-GraW--1999,725622-GraW,1999,5,6,F
776233-RBY--1999,776233-RBY,1999,4,7,F
776243-byYR--1999,776243-byYR,1999,4,5,F
776244-byAO--1999,776244-byAO,1999,4,4,F
776256-NRG--1999,776256-NRG,1999,4,8,F
776318-byNW--1999,776318-byNW,1999,4,6,F
776380-NBB--1999,776380-NBB,1999,4,6,F
776360-rnOA--1999,776360-rnOA,1999,4,7,F
776379-RMB--1999,776379-RMB,1999,4,4,F
776383-BNR--1999,776383-BNR,1999,4,5,F
776384-OGB--1999,776384-OGB,1999,4,4,F
776409-WGG--1999,776409-WGG,1999,4,6,F
776412-ONM--1999,776412-ONM,1999,4,7,F
776446-GMG--1999,776446-GMG,1999,4,8,F
776451-nrMW--1999,776451-nrMW,1999,3,6,F
776472-OMO--1999,776472-OMO,1999,4,7,F
776532-nwYN--1999,776532-nwYN,1999,3,4,F
776553-ryAM--1999,776553-ryAM,1999,3,4,F
776554-ryBR--1999,776554-ryBR,1999,3,3,F
776682-nwGM--1999,776682-nwGM,1999,3,3,F
776750-MYG--1999,776750-MYG,1999,3,5,F
776752-MMB--1999,776752-MMB,1999,3,3,F
776754-GGM--1999,776754-GGM,1999,3,4,F
776757-GGY--1999,776757-GGY,1999,3,3,F
776763-ROO--1999,776763-ROO,1999,3,3,F
776764-ORM--1999,776764-ORM,1999,3,9,F
776767-BMB--1999,776767-BMB,1999,3,5,F
776784-MWW--1999,776784-MWW,1999,3,4,F
803902-OYY--1999,803902-OYY,1999,3,3,F
803909-BAB--1999,803909-BAB,1999,3,5,F
803968-MobM--1999,803968-MobM,1999,2,3,F
804076-YbrY--1999,804076-YbrY,1999,2,5,F
804078-GbrO--1999,804078-GbrO,1999,2,2,F
804102-YwrB--1999,804102-YwrB,1999,2,4,F
804113-RnwR--1999,804113-RnwR,1999,2,3,F
804131-OobW--1999,804131-OobW,1999,2,6,F
804146-RbyO--1999,804146-RbyO,1999,2,6,F
804160-GwrW--1999,804160-GwrW,1999,2,6,F
804170-GbyN--1999,804170-GbyN,1999,2,2,F
804212-WWW--1999,804212-WWW,1999,2,4,F
804214-RNW--1999,804214-RNW,1999,2,2,F
804217-WNM--1999,804217-WNM,1999,2,8,F
804218-NGO--1999,804218-NGO,1999,2,5,F
804220-WMG--1999,804220-WMG,1999,2,2,F
804230-OGR--1999,804230-OGR,1999,2,4,F
804305-YrbM--1999,804305-YrbM,1999,1,2,F
804308-YybW--1999,804308-YybW,1999,1,5,F
832089-YRW--1999,832089-YRW,1999,1,2,F
832093-NAY--1999,832093-NAY,1999,1,3,F
832094-GWO--1999,832094-GWO,1999,1,1,F
832098-AAA--1999,832098-AAA,1999,1,1,F
832100-AboR--1999,832100-AboR,1999,1,4,F
832102-BboA--1999,832102-BboA,1999,1,4,F
832105-WboG--1999,832105-WboG,1999,1,4,F
832117-NybM--1999,832117-NybM,1999,1,3,F
832121-OAY--1999,832121-OAY,1999,1,3,F
832138-NgwB--1999,832138-NgwB,1999,1,1,F
832131-GrbG--1999,832131-GrbG,1999,1,4,F
832155-BrbM--1999,832155-BrbM,1999,1,1,F
832173-GWM--1999,832173-GWM,1999,1,4,F
832177-WYW3--1999,832177-WYW3,1999,1,1,F
832183-YYO--1999,832183-YYO,1999,1,2,F
832184-YGM--1999,832184-YGM,1999,1,8,F
832187-GNG--1999,832187-GNG,1999,1,1,F
832188-YMM--1999,832188-YMM,1999,1,3,F
832189-YGO--1999,832189-YGO,1999,1,1,F
832190-YMN--1999,832190-YMN,1999,1,7,F
832191-GNM--1999,832191-GNM,1999,1,1,F
832193-YNB--1999,832193-YNB,1999,1,4,F
832195-YNG--1999,832195-YNG,1999,1,8,F
832197-YWG--1999,832197-YWG,1999,1,3,F
832198-RWR--1999,832198-RWR,1999,1,2,F
832200-RRR--1999,832200-RRR,1999,1,1,F
832204-GBA--1999,832204-GBA,1999,1,1,F
832217-OBO--1999,832217-OBO,1999,1,9,F
832223-WAG--1999,832223-WAG,1999,1,1,F
832225-OYN--1999,832225-OYN,1999,1,1,F
832226-BMG--1999,832226-BMG,1999,1,9,F
832230-NAB--1999,832230-NAB,1999,1,2,F
832242-NAA--1999,832242-NAA,1999,1,4,F
832376-RWO--1999,832376-RWO,1999,1,4,F
832496-YWO--1999,832496-YWO,1999,1,2,F
